RRT Potential Time               
RRTconnect Potential Time
RRTstar Potential Time
RRT Vanilla Time
RRTconnect Vanilla Time
RRTstar Vanilla Time
RRT Potential CurvatureRMS
RRTconnect Potential CurvatureRMS
RRTstar Potential CurvatureRMS
RRT Vanilla CurvatureRMS
RRTconnect Vanilla CurvatureRMS
RRTstar Vanilla CurvatureRMS
CollisionFraction

4.756428,2.063931,11.45065,5.323749,8.463258,9.402383,6.372965629490795,nan,5.0250672596104895,5.63779153065702,nan,4.838891917818298,0.5817;
1.080743,0.560027,1.311306,1.70231,0.731576,2.064851,3.349571752046177,nan,3.6274088477083577,3.463055951596232,nan,3.2299162891772215,0.5445;
1.675217,0.382766,2.293187,1.496278,0.799512,2.35156,2.779820186149132,nan,2.8235909479367938,3.592978389541674,nan,3.661566524934504,0.5001;
1.931773,0.550755,2.918931,1.856401,0.752433,2.827267,3.2829381403351285,nan,3.90532862833133,4.461793601037492,nan,3.8463665122969073,0.4626;
1.147751,0.425279,1.3285,1.670321,0.603089,3.405868,3.4298984538307202,nan,3.4822260733444677,4.954697684244717,nan,3.692636059173313,0.5518;
1.339899,1.744735,1.773298,1.243891,1.574849,1.312028,3.2581174100517987,nan,3.310249564603482,4.195879377134826,nan,4.3644552499029174,0.5401;
1.826007,1.814766,5.230942,5.965517,5.697011,11.889881,10.468211589418999,nan,6.648348821095467,3.8659534644794857,nan,2.5456935175604634,0.5752;
1.501363,1.960448,2.437946,4.208892,1.795221,12.951031,3.239883915744749,nan,2.8590854982855696,5.508272375255842,nan,4.205131083231942,0.498;
3.133237,4.924576,4.759268,8.947064,9.576852,18.605121,4.1870345324402924,nan,5.353159602114836,5.719577079338111,nan,4.923841661711511,0.5252;
3.519377,1.773415,6.738464,18.619991,6.381968,28.661772,4.971685492285583,nan,5.370495688354807,5.308168550814845,nan,5.585094730351439,0.631;
1.697011,1.639928,2.464897,1.348125,2.03302,1.686654,4.972447660324761,nan,5.701909520418235,4.491321482493096,nan,4.973692462849959,0.6178;
2.355852,1.749374,4.371809,4.766089,5.134564,13.169436,4.310048086433247,nan,5.533539093894336,4.08417008258698,nan,4.445816036339794,0.5493;
2.392074,2.754637,4.543836,2.184287,4.642751,2.917608,4.836517899144103,nan,4.067988229918041,3.624057651304655,nan,3.787297616820704,0.5619;
3.034742,3.956907,6.617605,15.544636,4.960525,56.725252,4.1151350345889615,nan,5.284343430863514,5.856249319549458,nan,4.577355014642861,0.6182;
1.572953,0.431569,2.702745,1.460457,1.289038,2.120892,3.7106959984285948,nan,3.608699922810763,4.294142431153819,nan,5.139916474023485,0.5248;
3.670361,23.672122,11.615604,2.571393,6.609823,5.538895,5.225935811605679,nan,6.692959563615528,5.738905409741114,nan,4.546424483280901,0.6581;
2.245342,2.210963,2.623086,3.921281,9.138588,6.652676,4.251658813547903,nan,4.815196348145447,3.7138810711207015,nan,2.2098639233628226,0.5363;
